,name,chrom,txStart,txEnd,name2,start,end
20257,NM_001377182,chr4,76995861,77033939,ART3,76985861,77043939
20258,NM_001377185,chr4,76995861,77033939,ART3,76985861,77043939
20259,NM_001377173,chr4,76995861,77033939,ART3,76985861,77043939
20260,NM_001565,chr4,76942270,76944650,CXCL10,76932270,76954650
20262,NM_001377175,chr4,76995861,77033939,ART3,76985861,77043939
20263,NM_001377176,chr4,76995861,77033939,ART3,76985861,77043939
20264,NM_001377180,chr4,76995861,77033939,ART3,76985861,77043939
20265,NM_001377178,chr4,76995861,77033939,ART3,76985861,77043939
20266,NR_168520,chr4,76942270,76944650,CXCL10,76932270,76954650
20425,NM_001375290,chr4,90645249,90692885,SNCA,90635249,90702885
20546,NM_001226,chr4,110609783,110624601,CASP6,110599783,110634601
20547,NR_133012,chr4,110609783,110624601,CASP6,110599783,110634601
20548,NM_032992,chr4,110609783,110624601,CASP6,110599783,110634601
20625,NM_000134,chr4,120238404,120243293,FABP2,120228404,120253293
20838,NM_004744,chr4,155665151,155674272,LRAT,155655151,155684272
20839,NM_001301645,chr4,155661992,155674271,LRAT,155651992,155684271
20974,NM_032991,chr4,185548849,185570629,CASP3,185538849,185580629
20975,NM_001354781,chr4,185548849,185570629,CASP3,185538849,185580629
20976,NM_001354779,chr4,185548849,185570629,CASP3,185538849,185580629
20977,NM_001354784,chr4,185548849,185570629,CASP3,185538849,185580629
20978,NM_001354783,chr4,185548849,185570629,CASP3,185538849,185580629
20979,NM_001354782,chr4,185548849,185570629,CASP3,185538849,185580629
20983,NM_001354777,chr4,185548849,185570629,CASP3,185538849,185580629
20984,NM_001354780,chr4,185548849,185570629,CASP3,185538849,185580629
20985,NM_004346,chr4,185548849,185570601,CASP3,185538849,185580601
21093,NM_001161661,chr5,167718649,167899308,WWC1,167708649,167909308
21094,NM_001161662,chr5,167718649,167899308,WWC1,167708649,167909308
21097,NM_015238,chr5,167718649,167899308,WWC1,167708649,167909308
21244,NM_001962,chr5,106712594,107006638,EFNA5,106702594,107016638
21360,NM_001044,chr5,1392910,1445555,SLC6A3,1382910,1455555
21472,NM_006251,chr5,40759480,40798297,PRKAA1,40749480,40808297
21473,NM_001355029,chr5,40759490,40798279,PRKAA1,40749490,40808279
21474,NM_001355028,chr5,40759490,40798279,PRKAA1,40749490,40808279
21475,NM_001355037,chr5,40759490,40798279,PRKAA1,40749490,40808279
21476,NM_001355036,chr5,40759490,40798279,PRKAA1,40749490,40808279
21477,NM_001355035,chr5,40759490,40798279,PRKAA1,40749490,40808279
21478,NM_206907,chr5,40759480,40798297,PRKAA1,40749480,40808297
21541,NM_001318051,chr5,52856468,52979168,NDUFS4,52846468,52989168
21542,NM_002495,chr5,52856468,52979168,NDUFS4,52846468,52989168
21543,NR_134475,chr5,52856468,52979168,NDUFS4,52846468,52989168
21544,NR_134474,chr5,52856468,52979168,NDUFS4,52846468,52989168
21545,NR_134473,chr5,52856468,52979168,NDUFS4,52846468,52989168
21706,NM_000046,chr5,78073036,78281133,ARSB,78063036,78291133
21709,NM_198709,chr5,78111333,78281781,ARSB,78101333,78291781
21799,NM_001330629,chr5,95998728,96110385,CAST,95988728,96120385
21800,NM_001330633,chr5,96038363,96110385,CAST,96028363,96120385
21801,NM_001330627,chr5,95998079,96110385,CAST,95988079,96120385
21802,NM_001330626,chr5,95998079,96110385,CAST,95988079,96120385
21803,NM_001042443,chr5,96038363,96110385,CAST,96028363,96120385
21804,NM_001190442,chr5,95997740,96110385,CAST,95987740,96120385
21805,NM_001330628,chr5,95998728,96110385,CAST,95988728,96120385
21806,NM_001042445,chr5,96038363,96110385,CAST,96028363,96120385
21807,NM_001330631,chr5,96038363,96110385,CAST,96028363,96120385
21808,NM_001330632,chr5,96038363,96110385,CAST,96028363,96120385
21809,NM_001284213,chr5,96038363,96110385,CAST,96028363,96120385
21810,NM_001284212,chr5,96038363,96110385,CAST,96028363,96120385
21811,NM_001330634,chr5,96038363,96110385,CAST,96028363,96120385
21812,NM_001042441,chr5,95998079,96110385,CAST,95988079,96120385
21813,NM_001042446,chr5,96038363,96110385,CAST,96028363,96120385
21814,NM_001042444,chr5,96038363,96110385,CAST,96028363,96120385
21815,NM_001042440,chr5,95998079,96110385,CAST,95988079,96120385
21816,NM_173060,chr5,96038363,96110385,CAST,96028363,96120385
21817,NM_001750,chr5,95998079,96110385,CAST,95988079,96120385
21818,NM_001330630,chr5,96038363,96110385,CAST,96028363,96120385
21819,NM_001042442,chr5,95998079,96110385,CAST,95988079,96120385
21820,NM_001375317,chr5,95998728,96110385,CAST,95988728,96120385
21942,NM_001308100,chr5,121647931,121799914,SNCAIP,121637931,121809914
21945,NM_001308109,chr5,121647931,121799914,SNCAIP,121637931,121809914
21946,NM_005460,chr5,121647931,121799914,SNCAIP,121637931,121809914
21947,NM_001308106,chr5,121726783,121799914,SNCAIP,121716783,121809914
21948,NM_001308107,chr5,121647931,121799914,SNCAIP,121637931,121809914
21951,NM_001308108,chr5,121726783,121799914,SNCAIP,121716783,121809914
21952,NR_131761,chr5,121726783,121799914,SNCAIP,121716783,121809914
21953,NR_131762,chr5,121647385,121799914,SNCAIP,121637385,121809914
21954,NM_001308105,chr5,121726783,121799914,SNCAIP,121716783,121809914
21956,NM_001242935,chr5,121647763,121799914,SNCAIP,121637763,121809914
22136,NM_001018074,chr5,142657495,142815077,NR3C1,142647495,142825077
22137,NM_001024094,chr5,142657498,142783251,NR3C1,142647498,142793251
22138,NM_000176,chr5,142657498,142783251,NR3C1,142647498,142793251
22139,NM_001020825,chr5,142657498,142783251,NR3C1,142647498,142793251
22140,NM_001204265,chr5,142673441,142783251,NR3C1,142663441,142793251
22141,NM_001204264,chr5,142657498,142783251,NR3C1,142647498,142793251
22142,NM_001204258,chr5,142657498,142783251,NR3C1,142647498,142793251
22143,NM_001204260,chr5,142657498,142783251,NR3C1,142647498,142793251
22144,NM_001018076,chr5,142657498,142784047,NR3C1,142647498,142794047
22145,NM_001018075,chr5,142657495,142815077,NR3C1,142647495,142825077
22146,NM_001204263,chr5,142657498,142783251,NR3C1,142647498,142793251
22147,NM_001204262,chr5,142657498,142783251,NR3C1,142647498,142793251
22148,NM_001204261,chr5,142657498,142783251,NR3C1,142647498,142793251
22149,NM_001204259,chr5,142657498,142783251,NR3C1,142647498,142793251
22150,NM_001018077,chr5,142657495,142815077,NR3C1,142647495,142825077
22151,NM_001364185,chr5,142657500,142782848,NR3C1,142647500,142792848
22152,NM_001364184,chr5,142657498,142784047,NR3C1,142647498,142794047
22153,NM_001364183,chr5,142657498,142814374,NR3C1,142647498,142824374
22154,NM_001364182,chr5,142657500,142782848,NR3C1,142647500,142792848
22155,NM_001364181,chr5,142657498,142783801,NR3C1,142647498,142793801
22156,NM_001364180,chr5,142657498,142784920,NR3C1,142647498,142794920
22157,NR_157096,chr5,142657498,142784047,NR3C1,142647498,142794047
22163,NM_181677,chr5,145969066,146461033,PPP2R2B,145959066,146471033
22164,NM_181678,chr5,145969066,146461033,PPP2R2B,145959066,146471033
22165,NM_001271900,chr5,145960304,146460997,PPP2R2B,145950304,146470997
22166,NM_181676,chr5,145969066,146435700,PPP2R2B,145959066,146445700
22167,NM_181675,chr5,145960304,146258320,PPP2R2B,145950304,146268320
22168,NM_181674,chr5,145969066,146435700,PPP2R2B,145959066,146445700
22170,NM_001271899,chr5,145969066,146461083,PPP2R2B,145959066,146471083
22171,NM_001271948,chr5,145969066,146258348,PPP2R2B,145959066,146268348
22173,NR_073526,chr5,145960304,146258320,PPP2R2B,145950304,146268320
22174,NR_073527,chr5,145969066,146258490,PPP2R2B,145959066,146268490
22706,NM_001355034,chr5,40768486,40798297,PRKAA1,40758486,40808297
22730,NM_001324220,chr5,43287571,43313514,HMGCS1,43277571,43323514
22731,NM_001098272,chr5,43287571,43313514,HMGCS1,43277571,43323514
22732,NM_001364188,chr5,43287571,43313283,HMGCS1,43277571,43323283
22733,NM_002130,chr5,43287571,43313514,HMGCS1,43277571,43323514
22734,NM_001324224,chr5,43287571,43313514,HMGCS1,43277571,43323514
22735,NM_001324223,chr5,43287571,43313514,HMGCS1,43277571,43323514
22736,NM_001324222,chr5,43287571,43313514,HMGCS1,43277571,43323514
22737,NM_001324219,chr5,43287571,43313283,HMGCS1,43277571,43323283
22738,NM_001330663,chr5,43287571,43313283,HMGCS1,43277571,43323283
22922,NM_181504,chr5,67586491,67597649,PIK3R1,67576491,67607649
22923,NM_181524,chr5,67584346,67597649,PIK3R1,67574346,67607649
22924,NM_181523,chr5,67511583,67597649,PIK3R1,67501583,67607649
22925,NM_001242466,chr5,67588404,67597649,PIK3R1,67578404,67607649
23055,NM_001130996,chr5,74632992,74657927,HMGCR,74622992,74667927
23056,NM_001364187,chr5,74632992,74657941,HMGCR,74622992,74667941
23057,NM_000859,chr5,74633044,74657926,HMGCR,74623044,74667926
23067,NM_001882,chr5,76248869,76265296,CRHBP,76238869,76275296
23221,NR_104285,chr5,96079305,96109116,CAST,96069305,96119116
23447,NM_001354990,chr5,132009677,132018370,IL4,131999677,132028370
23456,NM_000589,chr5,132009680,132018370,IL4,131999680,132028370
23462,NM_172348,chr5,132009680,132018370,IL4,131999680,132028370
23693,NM_001040021,chr5,140011316,140013286,CD14,140001316,140023286
23702,NM_000591,chr5,140011316,140012760,CD14,140001316,140022760
23712,NM_001174105,chr5,140011316,140013286,CD14,140001316,140023286
23713,NM_001174104,chr5,140011312,140013286,CD14,140001312,140023286
23828,NM_001257209,chr5,141971742,142065268,FGF1,141961742,142075268
23829,NM_001354951,chr5,141971742,142077586,FGF1,141961742,142087586
23830,NM_001354953,chr5,141971742,142077586,FGF1,141961742,142087586
23831,NM_001354952,chr5,141971742,142077586,FGF1,141961742,142087586
23832,NM_001257210,chr5,141971742,142023866,FGF1,141961742,142033866
23833,NM_001354964,chr5,141971742,142077586,FGF1,141961742,142087586
23834,NM_001144892,chr5,141971742,142000899,FGF1,141961742,142010899
23835,NM_001257208,chr5,141971742,142065245,FGF1,141961742,142075245
23836,NM_001354963,chr5,141971742,142077586,FGF1,141961742,142087586
23837,NM_001354962,chr5,141971742,142077586,FGF1,141961742,142087586
23838,NM_001354961,chr5,141971742,142077586,FGF1,141961742,142087586
23839,NM_001354959,chr5,141971742,142077586,FGF1,141961742,142087586
23840,NM_001354958,chr5,141971742,142077586,FGF1,141961742,142087586
23841,NM_001354957,chr5,141971742,142077586,FGF1,141961742,142087586
23842,NM_001354956,chr5,141971742,142065245,FGF1,141961742,142075245
23843,NM_001354955,chr5,141971742,142077586,FGF1,141961742,142087586
23844,NM_001354954,chr5,141971742,142077586,FGF1,141961742,142087586
23845,NM_001257212,chr5,141971742,142000899,FGF1,141961742,142010899
23846,NM_001257211,chr5,141971742,142065245,FGF1,141961742,142075245
23847,NM_000800,chr5,141971742,142065655,FGF1,141961742,142075655
23848,NM_001257207,chr5,141971742,142066060,FGF1,141961742,142076060
23849,NM_001257206,chr5,141971742,142077586,FGF1,141961742,142087586
23850,NM_001257205,chr5,141971742,142077635,FGF1,141961742,142087635
23851,NM_001144935,chr5,141971742,142077586,FGF1,141961742,142087586
23852,NM_001144934,chr5,141971742,142077586,FGF1,141961742,142087586
23853,NM_033137,chr5,141971742,142077586,FGF1,141961742,142087586
23854,NM_033136,chr5,141971742,142065655,FGF1,141961742,142075655
23891,NM_000024,chr5,148206173,148208186,ADRB2,148196173,148218186
24113,NM_001142556,chr5,162887637,162918947,HMMR,162877637,162928947
24119,NM_001142557,chr5,162887637,162918947,HMMR,162877637,162928947
24120,NM_012485,chr5,162887637,162918947,HMMR,162877637,162928947
24121,NM_012484,chr5,162887637,162918947,HMMR,162877637,162928947
24522,NM_000129,chr6,6144316,6320895,F13A1,6134316,6330895
24697,NM_001385568,chr6,151977806,152424408,ESR1,151967806,152434408
24698,NM_001122742,chr6,152011661,152424408,ESR1,152001661,152434408
24699,NM_001385570,chr6,152011661,152424408,ESR1,152001661,152434408
24769,NM_001142393,chr6,11183530,11382581,NEDD9,11173530,11392581
24775,NR_073131,chr6,11183530,11382581,NEDD9,11173530,11392581
24801,NM_001128164,chr6,16299342,16761691,ATXN1,16289342,16771691
24803,NM_000332,chr6,16299342,16761721,ATXN1,16289342,16771721
24804,NM_001357857,chr6,16299342,16761691,ATXN1,16289342,16771691
24916,NM_001171819,chr6,35310334,35395968,PPARD,35300334,35405968
24917,NM_001171820,chr6,35310334,35395968,PPARD,35300334,35405968
24918,NM_001171818,chr6,35310334,35395955,PPARD,35300334,35405955
24924,NM_006238,chr6,35310334,35395955,PPARD,35300334,35405955
24925,NM_177435,chr6,35310334,35393177,PPARD,35300334,35403177
24957,NM_006708,chr6,38643700,38670921,GLO1,38633700,38680921
24974,NM_006789,chr6,41020939,41032630,APOBEC2,41010939,41042630
25008,NM_016593,chr6,46517316,46620555,CYP39A1,46507316,46630555
25010,NM_001278739,chr6,46517316,46620567,CYP39A1,46507316,46630567
25011,NM_001278738,chr6,46517316,46620567,CYP39A1,46507316,46630567
25019,NM_012120,chr6,47445524,47594996,CD2AP,47435524,47604996
25328,NM_001351444,chr6,87865282,87975661,ZNF292,87855282,87985661
25330,NM_015021,chr6,87865282,87975661,ZNF292,87855282,87985661
25437,NM_001455,chr6,108882119,109005977,FOXO3,108872119,109015977
25443,NM_201559,chr6,108881027,109005977,FOXO3,108871027,109015977
25488,NM_002037,chr6,111981534,112194655,FYN,111971534,112204655
25494,NM_153048,chr6,111981534,112080334,FYN,111971534,112090334
25495,NM_153047,chr6,111981534,112194274,FYN,111971534,112204274
25496,NM_001370529,chr6,111981534,112081120,FYN,111971534,112091120
25823,NM_001242768,chr6,151187468,151423023,MTHFD1L,151177468,151433023
25824,NM_001350486,chr6,151187468,151423023,MTHFD1L,151177468,151433023
25825,NM_001350487,chr6,151187582,151423023,MTHFD1L,151177582,151433023
25827,NM_001350493,chr6,151187582,151423023,MTHFD1L,151177582,151433023
25829,NM_001350492,chr6,151187582,151423023,MTHFD1L,151177582,151433023
25831,NM_001242767,chr6,151186814,151423023,MTHFD1L,151176814,151433023
25832,NM_001350490,chr6,151328143,151423023,MTHFD1L,151318143,151433023
25840,NR_146720,chr6,151187582,151423023,MTHFD1L,151177582,151433023
25841,NR_146719,chr6,151186814,151423023,MTHFD1L,151176814,151433023
25842,NM_015440,chr6,151186837,151423023,MTHFD1L,151176837,151433023
25844,NM_000125,chr6,152128816,152424408,ESR1,152118816,152434408
25845,NM_001328100,chr6,152130241,152450748,ESR1,152120241,152460748
25847,NM_001122741,chr6,152126839,152424408,ESR1,152116839,152434408
25848,NM_001291230,chr6,152126839,152424408,ESR1,152116839,152434408
25849,NM_001291241,chr6,152126839,152424408,ESR1,152116839,152434408
25850,NM_001122740,chr6,152128330,152424408,ESR1,152118330,152434408
25851,NM_001385569,chr6,152128330,152424408,ESR1,152118330,152434408
25852,NM_001385571,chr6,152128330,152424408,ESR1,152118330,152434408
25853,NM_001385572,chr6,152128816,152424408,ESR1,152118816,152434408
25920,NM_001322817,chr6,160100095,160183313,SOD2,160090095,160193313
25924,NM_005577,chr6,160952513,161085307,LPA,160942513,161095307
25937,NM_021135,chr6,166822851,167040739,RPS6KA2,166812851,167050739
25938,NM_001318937,chr6,166822851,167276013,RPS6KA2,166812851,167286013
25939,NM_001318936,chr6,166822851,167276013,RPS6KA2,166812851,167286013
25940,NM_001006932,chr6,166822851,167276013,RPS6KA2,166812851,167286013
25941,NM_001318938,chr6,166822851,166958178,RPS6KA2,166812851,166968178
26118,NM_182966,chr6,11198540,11232901,NEDD9,11188540,11242901
26119,NM_001271033,chr6,11183530,11232915,NEDD9,11173530,11242915
26120,NM_006403,chr6,11183530,11232901,NEDD9,11173530,11242901
26182,NR_152111,chr6,16735225,16761691,ATXN1,16725225,16771691
26183,NR_152114,chr6,16735225,16760415,ATXN1,16725225,16770415
26184,NR_152113,chr6,16735225,16760415,ATXN1,16725225,16770415
26185,NR_152112,chr6,16735225,16761691,ATXN1,16725225,16771691
26263,NM_139011,chr6,26087656,26098570,HFE,26077656,26108570
26264,NM_139010,chr6,26087656,26098570,HFE,26077656,26108570
26265,NM_139009,chr6,26087656,26098570,HFE,26077656,26108570
26266,NM_139008,chr6,26087656,26098570,HFE,26077656,26108570
26267,NM_139007,chr6,26087656,26098570,HFE,26077656,26108570
26268,NM_139006,chr6,26087656,26098570,HFE,26077656,26108570
26269,NM_139004,chr6,26087656,26098570,HFE,26077656,26108570
26270,NM_139003,chr6,26087656,26098570,HFE,26077656,26108570
26275,NM_001300749,chr6,26087656,26095469,HFE,26077656,26105469
26279,NM_000410,chr6,26087656,26098570,HFE,26077656,26108570
26280,NM_001384164,chr6,26087656,26098570,HFE,26077656,26108570
26389,NM_001184743,chr6,28249313,28270326,PGBD1,28239313,28280326
26402,NM_032507,chr6,28249313,28270326,PGBD1,28239313,28280326
26450,NM_006398,chr6,29523291,29527509,UBD,29513291,29537509
26541,NR_164780,chr6,30583329,30585020,PPP1R10,30573329,30595020
26542,NM_001376195,chr6,30568189,30585020,PPP1R10,30558189,30595020
26544,NM_002714,chr6,30568189,30585020,PPP1R10,30558189,30595020
26550,NR_072994,chr6,30568189,30585020,PPP1R10,30558189,30595020
26556,NR_164781,chr6,30583329,30585020,PPP1R10,30573329,30595020
26560,NM_001293214,chr6,30688128,30693195,TUBB,30678128,30703195
26561,NM_005803,chr6,30695485,30710464,FLOT1,30685485,30720464
26563,NM_001318875,chr6,30695485,30710628,FLOT1,30685485,30720628
26564,NM_001293213,chr6,30688128,30693195,TUBB,30678128,30703195
26565,NR_120608,chr6,30688128,30693195,TUBB,30678128,30703195
26567,NM_001293216,chr6,30689414,30693195,TUBB,30679414,30703195
26568,NM_001293212,chr6,30689414,30693195,TUBB,30679414,30703195
26571,NM_001293215,chr6,30689414,30693195,TUBB,30679414,30703195
26572,NM_178014,chr6,30688128,30693195,TUBB,30678128,30703195
26635,NM_001289152,chr6,31368487,31383092,MICA,31358487,31393092
26636,NM_001289154,chr6,31368487,31383092,MICA,31358487,31393092
26637,NM_001177519,chr6,31371371,31383092,MICA,31361371,31393092
26638,NM_001289153,chr6,31368487,31383092,MICA,31358487,31393092
26644,NM_000247,chr6,31371371,31383092,MICA,31361371,31393092
26645,NM_000594,chr6,31543341,31546112,TNF,31533341,31556112
26646,NM_001289160,chr6,31462657,31478901,MICB,31452657,31488901
26657,NM_001159740,chr6,31539875,31542100,LTA,31529875,31552100
26659,NM_005931,chr6,31465921,31478901,MICB,31455921,31488901
26662,NM_000595,chr6,31540065,31542100,LTA,31530065,31552100
26673,NM_001289161,chr6,31465921,31478901,MICB,31455921,31488901
26697,NM_019101,chr6,31623670,31625987,APOM,31613670,31635987
26704,NR_045828,chr6,31620180,31625987,APOM,31610180,31635987
26706,NM_001256169,chr6,31620180,31625987,APOM,31610180,31635987
26731,NM_005346,chr6,31795514,31798031,HSPA1B,31785514,31808031
26742,NM_005527,chr6,31777395,31783060,HSPA1L,31767395,31793060
26746,NM_005345,chr6,31783319,31785719,HSPA1A,31773319,31795719
26756,NM_000063,chr6,31895493,31913449,C2,31885493,31923449
26758,NM_001710,chr6,31913871,31919861,CFB,31903871,31929861
26759,NM_001252204,chr6,31949833,31970457,C4A,31939833,31980457
26760,NM_001145903,chr6,31895493,31913449,C2,31885493,31923449
26761,NM_001282457,chr6,31865559,31913449,C2,31855559,31923449
26763,NM_001002029,chr6,31949833,31970458,C4B,31939833,31980458
26764,NM_001178063,chr6,31868775,31913451,C2,31858775,31923451
26769,NM_007293,chr6,31949833,31970458,C4A,31939833,31980458
26770,NM_001282459,chr6,31895493,31902835,C2,31885493,31912835
26772,NM_001282458,chr6,31895493,31913449,C2,31885493,31923449
26783,NM_001002029,chr6,31982571,32003195,C4B,31972571,32013195
26791,NM_001371437,chr6,32135988,32144897,AGPAT1,32125988,32154897
26793,NR_134949,chr6,32162619,32191844,NOTCH4,32152619,32201844
26794,NM_001206936,chr6,32148745,32152030,AGER,32138745,32162030
26795,NM_001136,chr6,32148745,32152030,AGER,32138745,32162030
26796,NM_032741,chr6,32135988,32145885,AGPAT1,32125988,32155885
26799,NR_134950,chr6,32162619,32191844,NOTCH4,32152619,32201844
26800,NM_001206934,chr6,32148744,32152099,AGER,32138744,32162099
26802,NM_001371439,chr6,32135988,32140893,AGPAT1,32125988,32150893
26803,NM_006411,chr6,32135988,32143861,AGPAT1,32125988,32153861
26804,NM_001371438,chr6,32135988,32145123,AGPAT1,32125988,32155123
26805,NM_004557,chr6,32162619,32191844,NOTCH4,32152619,32201844
26806,NM_001206932,chr6,32148745,32152030,AGER,32138745,32162030
26808,NM_001206954,chr6,32148745,32152030,AGER,32138745,32162030
26816,NM_001206966,chr6,32148745,32152030,AGER,32138745,32162030
26818,NM_001206940,chr6,32148745,32152030,AGER,32138745,32162030
26819,NR_038190,chr6,32148745,32152030,AGER,32138745,32162030
26823,NM_001206929,chr6,32148744,32152099,AGER,32138744,32162099
26824,NM_172197,chr6,32148745,32152030,AGER,32138745,32162030
26845,NM_002800,chr6,32821968,32827628,PSMB9,32811968,32837628
26849,NM_001292022,chr6,32812985,32820538,TAP1,32802985,32830538
26854,NM_000593,chr6,32812985,32821481,TAP1,32802985,32831481
26855,NM_000544,chr6,32793186,32806547,TAP2,32783186,32816547
26856,NM_018833,chr6,32789609,32806547,TAP2,32779609,32816547
26857,NM_001290043,chr6,32793191,32806516,TAP2,32783191,32816516
26890,NM_001270401,chr6,33161364,33168442,RXRB,33151364,33178442
26905,NM_021976,chr6,33161364,33168442,RXRB,33151364,33178442
26907,NM_001291989,chr6,33161361,33168630,RXRB,33151361,33178630
27071,NR_136563,chr6,39016556,39059079,GLP1R,39006556,39069079
27072,NR_136562,chr6,39016556,39059079,GLP1R,39006556,39069079
27073,NM_002062,chr6,39016556,39059079,GLP1R,39006556,39069079
27104,NM_001271821,chr6,41126245,41130854,TREM2,41116245,41140854
27114,NM_018965,chr6,41126245,41130854,TREM2,41116245,41140854
27972,NM_006208,chr6,132129159,132216295,ENPP1,132119159,132226295
28157,NM_001242769,chr6,151186837,151220157,MTHFD1L,151176837,151230157
28158,NM_001350489,chr6,151186837,151220157,MTHFD1L,151176837,151230157
28159,NM_001350488,chr6,151186837,151220157,MTHFD1L,151176837,151230157
28160,NM_001350491,chr6,151187621,151220157,MTHFD1L,151177621,151230157
28229,NM_001322816,chr6,160111951,160114360,SOD2,160101951,160124360
28230,NM_001322819,chr6,160090100,160148416,SOD2,160080100,160158416
28231,NM_001322820,chr6,160090100,160147982,SOD2,160080100,160157982
28232,NM_000636,chr6,160090100,160114273,SOD2,160080100,160124273
28233,NM_001322815,chr6,160090100,160114273,SOD2,160080100,160124273
28234,NM_001024466,chr6,160100095,160114273,SOD2,160090095,160124273
28235,NM_001024465,chr6,160100095,160114273,SOD2,160090095,160124273
28236,NM_001322814,chr6,160090100,160114273,SOD2,160080100,160124273
28239,NM_001303253,chr6,160183510,160200144,ACAT2,160173510,160210144
28243,NM_005891,chr6,160183076,160200144,ACAT2,160173076,160210144
28263,NM_000301,chr6,161123275,161175129,PLG,161113275,161185129
28264,NM_001168338,chr6,161123224,161132904,PLG,161113224,161142904
28383,NM_003194,chr6,170863456,170881947,TBP,170853456,170891947
28384,NM_001172085,chr6,170863420,170881958,TBP,170853420,170891958
28446,NM_001350708,chr7,14184673,14943281,DGKB,14174673,14953281
28447,NM_001350712,chr7,14184673,14943281,DGKB,14174673,14953281
28448,NM_001350711,chr7,14184673,15014483,DGKB,14174673,15024483
28449,NM_001350707,chr7,14184673,15014483,DGKB,14174673,15024483
28450,NM_001350721,chr7,14184673,14942376,DGKB,14174673,14952376
28451,NM_001350722,chr7,14184673,15014483,DGKB,14174673,15024483
28452,NM_001350719,chr7,14184673,14942376,DGKB,14174673,14952376
28453,NM_001350720,chr7,14184673,14943281,DGKB,14174673,14953281
28454,NM_001350718,chr7,14184673,14943281,DGKB,14174673,14953281
28455,NM_001350717,chr7,14184673,15014483,DGKB,14174673,15024483
28456,NM_145695,chr7,14215605,14881075,DGKB,14205605,14891075
28457,NM_001350705,chr7,14184673,14943281,DGKB,14174673,14953281
28458,NM_001350716,chr7,14184673,14942376,DGKB,14174673,14952376
28459,NM_001350715,chr7,14184673,14943281,DGKB,14174673,14953281
28460,NM_001350709,chr7,14184673,14942376,DGKB,14174673,14952376
28461,NM_001350724,chr7,14184673,14942376,DGKB,14174673,14952376
28462,NM_001350723,chr7,14184673,14942376,DGKB,14174673,14952376
28464,NM_001350706,chr7,14184673,14942376,DGKB,14174673,14952376
28466,NM_001350714,chr7,14184673,14942376,DGKB,14174673,14952376
28539,NM_001301128,chr7,77646371,79082983,MAGI2,77636371,79092983
28540,NM_012301,chr7,77646371,79082983,MAGI2,77636371,79092983
28726,NM_020632,chr7,138391038,138482941,ATP6V0A4,138381038,138492941
28729,NM_130841,chr7,138391038,138458782,ATP6V0A4,138381038,138468782
28730,NM_130840,chr7,138391038,138482941,ATP6V0A4,138381038,138492941
28862,NM_152745,chr7,8473238,8792591,NXPH1,8463238,8802591
29136,NM_001350815,chr7,50657764,50860571,GRB10,50647764,50870571
29137,NM_001350814,chr7,50657764,50850593,GRB10,50647764,50860593
29140,NM_001001550,chr7,50657764,50772998,GRB10,50647764,50782998
29150,NM_001001555,chr7,50657764,50861150,GRB10,50647764,50871150
29153,NM_001001549,chr7,50657764,50800050,GRB10,50647764,50810050
29155,NM_001350816,chr7,50657765,50860571,GRB10,50647765,50870571
29161,NM_001371008,chr7,50657764,50861150,GRB10,50647764,50871150
29162,NM_001371009,chr7,50657764,50850593,GRB10,50647764,50860593
29343,NM_001348946,chr7,87132332,87230200,ABCB1,87122332,87240200
29346,NM_001348945,chr7,87133178,87342639,ABCB1,87123178,87352639
29349,NM_000927,chr7,87133178,87342639,ABCB1,87123178,87352639
29357,NM_001348944,chr7,87133178,87342639,ABCB1,87123178,87352639
29442,NM_005045,chr7,103112235,103630105,RELN,103102235,103640105
29448,NM_173054,chr7,103112230,103629963,RELN,103102230,103639963
29477,NM_002291,chr7,107564243,107643606,LAMB1,107554243,107653606
29997,NM_198948,chr7,2281856,2290780,NUDT1,2271856,2300780
29999,NM_001367553,chr7,2281860,2290780,NUDT1,2271860,2300780
30000,NM_001367555,chr7,2281860,2290780,NUDT1,2271860,2300780
30001,NM_001367554,chr7,2281860,2290780,NUDT1,2271860,2300780
30004,NM_002452,chr7,2281856,2290780,NUDT1,2271856,2300780
30005,NR_160264,chr7,2288945,2290780,NUDT1,2278945,2300780
30006,NM_198949,chr7,2281856,2290780,NUDT1,2271856,2300780
30007,NM_198950,chr7,2281895,2290780,NUDT1,2271895,2300780
30008,NM_198952,chr7,2281895,2290780,NUDT1,2271895,2300780
30009,NM_198954,chr7,2282539,2290780,NUDT1,2272539,2300780
30010,NM_198953,chr7,2282539,2290780,NUDT1,2272539,2300780
30148,NM_001621,chr7,17338275,17385771,AHR,17328275,17395771
30181,NM_000600,chr7,22766818,22771617,IL6,22756818,22781617
30184,NM_001318095,chr7,22766818,22771617,IL6,22756818,22781617
30185,NM_001371096,chr7,22766818,22771617,IL6,22756818,22781617
30216,NM_000905,chr7,24323808,24331479,NPY,24313808,24341479
30343,NM_001199637,chr7,31091922,31151088,ADCYAP1R1,31081922,31161088
30344,NM_001199636,chr7,31091922,31151088,ADCYAP1R1,31081922,31161088
30345,NM_001118,chr7,31091922,31151088,ADCYAP1R1,31081922,31161088
30346,NM_001199635,chr7,31092075,31151093,ADCYAP1R1,31082075,31161093
30508,NM_001354801,chr7,44183869,44186232,GCK,44173869,44196232
30509,NM_001354800,chr7,44182811,44229038,GCK,44172811,44239038
30510,NM_000162,chr7,44183874,44229038,GCK,44173874,44239038
